ldref	pop	addpop	prefix	r2	r2_2.5	r2_97.5	r2_pval	r2_se
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin13.S5	0.00146668422544938	0.000354797065730306	0.00328458977598	7.52579374978687e-05	0.000766101920426905
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin13.S6	0.00112387642260248	0.000142305637754489	0.00275624473571971	0.00046721380081275	0.000680730822338599
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin13.S7	0.00119249609350702	0.000159584542196273	0.00299582486182982	0.00032353162884443	0.000721685325342005
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin14.S1	0.00573205065140092	0.00318398294128261	0.00914790485541389	2.06314997534733e-14	0.00155381595520351
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin14.S10	0.000902665630659549	2.36986172961612e-05	0.00252155104154319	0.00154146956640298	0.00065342292723691
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin14.S2	0.00518204561695823	0.00291189497832891	0.008589104034854	3.4352653113162e-13	0.00145820117124524
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin14.S3	0.0061794582087753	0.00334581685008737	0.00927236826566424	2.09803842827949e-15	0.00155805450997789
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin14.S4	0.00414227192242644	0.00207467977752568	0.00727439776258021	7.0744675572307e-11	0.00130258988535764
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin14.S5	0.00203902212912743	0.000627609951000294	0.00420764311999794	3.71638429471864e-06	0.000896052836308891
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin14.S6	0.00122037258893426	0.000176375667469592	0.00307378107646206	0.000278752846483487	0.000745814026535159
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin14.S7	0.00128838104909645	0.000242854620627356	0.00307051370872675	0.000193951389103634	0.00073681965134913
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin15.S1	0.00543913207139857	0.00309866664375045	0.00860505861597367	9.22288459102796e-14	0.00143987502943472
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin15.S10	0.0005200029812642	-6.60027122658224e-05	0.00193044898925903	0.0127751614841298	0.000541747005273217
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin15.S2	0.0057339649895467	0.00303008938967787	0.0091239475704599	2.04306284764445e-14	0.00154888352888406
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin15.S3	0.0056955887455834	0.00305944277245769	0.00935551836728658	2.48579016624254e-14	0.00163585125299676
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin15.S4	0.00359699316380058	0.00164171954012564	0.00624490929922783	1.16584194922928e-09	0.00122200440523668
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin15.S5	0.00182786506119137	0.00045497387932322	0.00381889371169461	1.12251611878347e-05	0.000882163085820315
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin15.S6	0.00103341295530435	0.000153528198095446	0.00267058068862146	0.00075986631981927	0.000684441179696212
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin15.S7	0.000599708017386846	-4.55012398146215e-05	0.00195658380806659	0.00816336888444214	0.00055324501326869
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin16.S1	0.00577221052800847	0.00303727705670077	0.00899161187188238	1.68033034697869e-14	0.00154696410353685
